ID,TARGET_LifeExpectancy
323,68.71720591432432
324,69.03714434407323
325,71.1380654183461
326,67.70041982739542
327,67.7703494973899
328,68.19593729231087
329,66.81832076075827
330,66.20644048921628
331,68.93201423836796
332,65.89445975556487
333,65.15231083073061
334,64.2216535245474
335,64.43187057424767
336,63.188953512286524
337,63.61112324545435
338,75.93468256315639
339,75.50969928401635
340,75.58870649236168
341,74.38680900121344
342,73.71201760738221
343,72.55644683250465
344,72.39511649714603
345,72.50140947857827
346,71.56145139965824
347,71.56805332967775
348,70.58149898868335
349,71.4101672951071
350,71.6045876878225
351,71.50380489538756
352,70.82554830563467
353,71.40460492828923
354,78.5289175977283
355,81.43116370086273
356,81.20614867912235
357,81.00361383714737
358,80.65791588651074
359,79.4693964930045
360,78.31268560616616
361,78.14453851518496
362,78.74465391009181
363,78.39401913514064
364,78.42960440578243
365,79.2369529275558
366,78.3942378864549
367,79.00978854477583
368,76.59580865219324
369,76.59554916814191
370,71.14096741338219
371,71.44231938844285
372,69.85249447843401
373,70.63464312163624
374,69.52382041907434
375,67.88562357569481
376,70.36960921684258
377,68.54648218701448
378,67.97904002231961
379,67.5325172161889
380,68.65236346907771
381,68.96148593550065
382,68.5370701002689
383,68.62728435453886
384,68.52450069488785
385,68.06365073637468
386,53.92853657679726
387,54.36092449447749
388,49.08207967913123
389,46.65253320981253
390,55.0694590155329
391,51.5501662744733
392,45.06318689945918
393,44.70728716979217
394,43.494711591051924
395,44.71364701718033
396,45.25353903105592
397,48.485772817689906
398,52.38582265767959
399,48.27316059986795
400,47.083774009617386
401,49.47756907621547
402,62.894294587648886
403,62.4292003305646
404,64.77583939903074
405,64.07298889521654
406,62.84055691360334
407,62.97053074692238
408,61.9951870245464
409,62.04180004908102
410,61.99263465512742
411,61.562961415518856
412,61.42852015616652
413,60.636114835622124
414,59.628449697551105
415,58.828247019820296
416,58.72823437144643
417,55.20173523288497
418,79.77832974139851
419,80.76146125675841
420,80.36137868087046
421,80.14363806109975
422,80.33419337134404
423,77.56715670014961
424,77.14534953092226
425,77.10923783331832
426,76.83663859791321
427,77.00367082452269
428,78.36896147482999
429,77.05469384946798
430,77.40685259373814
431,77.62203293643054
432,77.02677462390663
433,76.51993150505444
434,75.05845558851588
435,75.74778685191123
436,76.12172056725404
437,75.76627687322278
438,74.54208041678946
439,73.3096292940695
440,73.71522281221084
441,73.87905189090132
442,73.64530435545902
443,73.26569562987419
444,72.64607607636808
445,72.60089231814867
446,72.35815087233149
447,70.49210950002083
448,70.52674234591859
449,69.90308305727882
450,67.66378383022769
451,75.85599453385781
452,76.5963041634664
453,76.9570257939924
454,76.4019750190127
455,76.07542038784746
456,75.63208934597361
457,75.05833271467222
458,75.17249962314271
459,74.23728532732844
460,72.84590801093063
461,72.17332403522855
462,71.59849563427326
463,62.49773297687358
464,62.47915284956436
465,62.35980959489588
466,62.87701822897124
467,69.18202868843255
468,71.59566289156251
469,69.95570038790011
470,68.39233117905358
471,67.68043822681493
472,66.59792766574161
473,67.15525686876794
474,67.37781639982528
475,69.05824299795427
476,68.2269690011805
477,67.8592275034703
478,66.35425529638164
479,67.3838217194365
480,64.90376000653268
481,66.21001489003149
482,65.37682247079043
483,79.29972971382374
484,81.43270657343133
485,79.00312091153725
486,79.76594492711648
487,79.62938163223282
488,79.41546512055146
489,78.4373394023493
490,80.3549013161427
491,80.1549410042979
492,79.26547032281985
493,78.67511083922564
494,78.94006250025934
495,78.47869856088587
496,77.7514105410003
497,77.09454519386256
498,76.84769232609449
499,82.11990568648595
500,81.73403538826956
501,81.67535190920091
502,81.55639099332402
503,81.5713974727256
504,81.04880600422544
505,79.83946777565484
506,81.38350283621853
507,79.77065272997243
508,79.36391116972379
509,79.05421973572214
510,78.65284726720996
511,73.7092429879341
512,72.32257774608435
513,75.91504919164339
514,75.23014551551427
515,76.03753036308962
516,77.10433780149936
517,77.31450739802054
518,77.36167407604104
519,77.2653480971568
520,77.26834399237168
521,76.53204240616564
522,75.71931698552505
523,75.37899838625154
524,75.2279543292671
525,75.28747654094386
526,74.61495328462637
527,74.12521470122192
528,74.11159292637485
529,73.36381104197464
530,68.30522177126804
531,71.59777003839874
532,69.70299117390239
533,71.62818758177858
534,70.91645194061266
535,71.59020321215742
536,70.07312557447754
537,69.14746496935054
538,69.86158708972049
539,71.12541783786683
540,71.15280966838193
541,70.67946313539515
542,70.01534986477876
543,69.398228822567
544,67.21778651394558
545,66.89158285565846
546,67.00267648677107
547,77.35576378310837
548,77.50530880686281
549,78.83007079879461
550,75.9789010312164
551,75.52963224542476
552,76.3299199381439
553,75.4822749616487
554,76.26318583490503
555,74.23377445063453
556,74.63872923439703
557,74.75643583258727
558,74.89040995004905
559,73.82178101897391
560,73.827175868727
561,73.41209523650782
562,73.2480257013178
563,74.27565843117864
564,77.98093594001661
565,76.10491748808867
566,77.60355746737235
567,76.70392877106366
568,75.28089497577439
569,76.94958321149764
570,78.01835767399476
571,75.26306272949711
572,75.91822887766655
573,78.3210817940196
574,77.6057402340125
575,76.73355703943658
576,74.28049280346298
577,74.11409423640413
578,76.77157478174095
579,76.0319755409506
580,76.70831315606249
581,74.84741758438292
582,74.49529351785009
583,73.66560086948957
584,74.05599479929387
585,72.64937831602626
586,71.29297700075023
587,71.94173565788122
588,72.57569534219014
589,72.80441677579262
590,71.0272768164641
591,70.91647539567529
592,69.49046953271304
593,69.21666261909202
594,68.89429254589103
595,74.55290087402825
596,72.97714237458143
597,72.61294421814262
598,72.86932280979731
599,72.19147057148885
600,74.30312458362899
601,72.85389430073961
602,72.67118177254513
603,72.35958035291372
604,73.85730858147227
605,72.10267795970093
606,71.49138476309193
607,71.66775120272231
608,71.25778219774762
609,71.10665221181401
610,70.75833891556334
611,67.73606182911979
612,73.0282653834284
613,72.71181580062199
614,72.50423994820562
615,72.00454118340585
616,75.0666299767523
617,72.67545832406861
618,72.44757777780097
619,73.34748877185962
620,69.84704074580395
621,69.00275314982777
622,71.6350934100742
623,71.51680636424015
624,71.18260241796553
625,70.98887844190571
626,70.60753462080666
627,72.0066095431686
628,75.10579983212774
629,73.67382991267655
630,74.41774065137972
631,74.2431662953446
632,74.06326601013892
633,73.53899343019629
634,73.60444972258048
635,73.02880511662795
636,73.06518084291477
637,72.77489197975973
638,72.69111903507661
639,72.12498586307007
640,71.20269904980775
641,71.41958323156982
642,71.5182921031793
643,71.60007447450387
644,73.49559215692028
645,75.52003798040806
646,75.15380464509425
647,73.56096051238791
648,72.48419932003429
649,74.41984321829402
650,73.03523402501106
651,72.97175634084962
652,72.20593915710583
653,71.33869866901678
654,70.65771992937809
655,70.55075305315623
656,71.10727346224262
657,69.12701671371553
658,70.50031660044769
659,69.69717235890141
660,78.64588320277028
661,77.31212855498393
662,77.53395350683559
663,77.25048077320697
664,76.87223722877593
665,76.38962906975152
666,75.37702537533609
667,74.88047232662254
668,76.48959069913721
669,74.8191361914053
670,74.06798557604276
671,74.29054716360028
672,74.07476263161092
673,73.15175037531742
674,73.02846362569659
675,71.27714686077645
676,66.82585448136062
677,66.3779715575865
678,66.95432485084011
679,67.19461467238688
680,67.42966880851337
681,67.27918667657312
682,66.46815424700063
683,66.31749313856116
684,67.37783435114764
685,67.91921035276211
686,63.81296802854474
687,66.21542212939613
688,61.830794886609524
689,63.56629634100662
690,62.744849791084846
691,63.40536551678784
692,58.23185443731285
693,58.025445987719955
694,58.163463506895724
695,57.7787880614751
696,58.00411550097134
697,57.784575847521694
698,58.019316916396264
699,59.937600201958475
700,59.20279094942943
701,56.537416432381576
702,58.39980816403772
703,60.782096507256526
704,60.512184513847494
705,60.40943544023287
706,58.06017642779776
707,57.93074268420503
708,60.95050989790555
709,59.10448202858956
710,59.021332046713425
711,60.60165492825567
712,54.71253209790866
713,53.40315813080771
714,50.09961634927897
715,51.30606112735612
716,48.16818964610101
717,48.06462029154442
718,47.28363441667761
719,48.98292668185468
720,52.96878211248755
721,55.20871197331798
722,49.94142614542936
723,51.35315937198608
724,82.80591397395656
725,82.96274113123769
726,82.68995442643907
727,82.76287137950601
728,82.05763488257904
729,82.82085331040864
730,82.08123707071607
731,82.27701540136857
732,82.00637606896463
733,81.195372195877
734,81.09122354471046
735,80.31849286971962
736,81.19728608125277
737,81.2222197896264
738,80.74830603263612
739,80.5417058612526
740,64.49929409146193
741,63.514290526649056
742,63.11212314118406
743,62.284177292908275
744,63.4578386431086
745,60.272320464458545
746,60.72462808772005
747,61.31065523230994
748,62.07609284257131
749,62.49829118687945
750,60.53295922417685
751,59.547943074767474
752,59.120687473081524
753,58.81711747670185
754,58.24690291014815
755,57.819940467328394
756,66.50933239807142
757,64.15578059650709
758,71.28061238766523
759,68.8619576621251
760,70.90801869961149
761,71.08209222053543
762,70.9642943557208
763,68.91112551866622
764,70.43865140505767
765,70.56035730173436
766,69.8182523686138
767,67.65197440648869
768,67.58684112258119
769,67.08088023747143
770,66.94606053973693
771,66.60338133970032
772,70.03435873364906
773,68.91881595267526
774,68.71171300028891
775,68.5305718060084
776,68.84680703183233
777,68.1373654075993
778,68.02175093476993
779,66.86438329300073
780,66.71327455676214
781,65.71421290968298
782,65.51644317435995
783,65.69514259157731
784,65.37355749034879
785,65.04448784039707
786,64.74471370481125
787,64.22962467901249
788,76.26613065851224
789,77.26828583236876
790,73.37586129329055
791,72.98998213294952
792,73.89196785626754
793,73.46886561677573
794,73.14677939193137
795,73.56311008898729
796,73.78488735979933
797,73.64238792632254
798,75.12888906353604
799,76.40768289617726
800,75.34994492472578
801,72.15470364738108
802,72.11383659575398
803,71.98669332105578
804,74.70015392256329
805,73.8916708378153
806,74.33327293428275
807,74.18135473579514
808,74.19812783942899
809,74.0636471042657
810,74.47539536723812
811,74.23404952083737
812,74.13685650602702
813,74.03740580650062
814,73.62183740223819
815,73.06221529493817
816,71.54824034028398
817,72.736425542068
818,72.41581506185861
819,72.04082553519814
820,57.60498828722143
821,60.651992212470134
822,56.95701185417996
823,55.37625744904962
824,52.40177548948868
825,49.42181686773217
826,51.04458521326276
827,53.29016034710475
828,50.521143031232604
829,49.944470048777276
830,44.74977265039103
831,42.916884460350374
832,49.28395139354277
833,41.09236071106187
834,39.83351061795859
835,39.40175748927443
836,76.36095389324124
837,76.53976536655529
838,76.19089498798115
839,76.77338503654097
840,76.16661674441809
841,77.451505936485
842,76.94222470181893
843,75.50536014268722
844,75.25887921255305
845,74.91017589046012
846,73.9759850505989
847,73.43365536682893
848,74.16198963369678
849,73.90500650912244
850,73.57597765604811
851,73.38925024739243
852,58.60061738193536
853,57.58248467474538
854,55.6779076911038
855,53.53838278067924
856,51.46576036311306
857,48.4628693151182
858,44.2461788518747
859,42.98358306585817
860,47.939314189001095
861,44.15269719074419
862,39.744500390031774
863,39.21944898639626
864,45.11907691628363
865,44.82435182537016
866,47.00282066517294
867,45.796785928900725
